City,Province,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Moncton, New Brunswick,354,369,368,389,407,419,423,427,425,432,441,443,452,459,462,482,497,515,522,556,547,553,590,589,603,634,640,658,650,692,693,720,750,790
